Unidades",Estado,Subsistema,Tipo de Usina,Nome do Rio,Nome da Bacia/ Estado,Região de Influência,Despacho da Usina em relação a Potência Instalada,Potência Instalada da Usina em relação ao Nominal da Bacia,Despacho da Usina em relação ao despacho da Bacia,Dados de Linha,Unnamed: 32,Unnamed: 33,Unnamed: 34,Máximo Síncronos Despacháveis,Balanço síncronos,UMX,Síncronos Despachados.1,Mq. Pativa modif + grupo,Mq. Pativa UMX UMN,Mq. Pativa,PInércia,Multiplos Grupos,Sincrono,Max Síncronos,UMN,Pmin,Pmax,Check Pmin,Numeração,Desp min,Sinc min,Nome da Barra do gerador CADASTRO,Qmin,Qmax,Carga Própria UGs (MW),"RPO
sincronizada","Const. Inércia
Equivalente",COD. CEG,COD. PEE,"CVU
(R$/MWh)",Inflexibilidade,Maior Reserva (MW),Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no PWF,,N° Circ,Nome da Barra do GERADOR,,,,,,,,min,,,,,,,,,,,,,,,,,,,,,489.700000000001,Belo Monte,,,,,,,,,,,
1,,,,,,,,MW,%,Mvar,Vterm,MW,%,MW,%,Forçar Nº de Máq,"Despacho
Síncronos",V term,,,,,,,Tipo de Usina,,,,,,,Barra DE,Barra PARA,,,,,,,,,,,,,,,,,,,,,,Qmin,Qmax,,9776.816,352.269093,Qmin,Qmin,Qmax,Qmin,Maior Inécia (MVA.s),,,,,,,,,,,,
263,PCS - Viana 1A (expansão),45981,9,1.17,9.37,-2.65,7.03,0,0,0,1,0,0,,,,,,-,-,0,1,ES,SE-CO,Gás Natural,,Espírito Santo,,0.0,0.0149750415973378,0.0,45981,45976,1,VNA1AEUTE000,-,-,1,-,,0,0,9.37,-,-,-,0,1.17,9.37,OK,247.0,,,VNA1AEUTE000,-2.65,7.03,,0,0.0,,253,750,0,,,,,,,,,,,,,
264,PCS - Viana 1B (expansão),45982,9,1.17,9.37,-2.65,7.03,0,0,0,1,0,0,,,,,,-,-,0,1,ES,SE-CO,Gás Natural,,Espírito Santo,,0.0,0.0149750415973378,0.0,45982,45977,1,VNA1BEUTE000,-,-,1,-,,0,0,9.37,-,-,-,0,1.17,9.37,OK,248.0,,,VNA1BEUTE000,-2.65,7.03,,0,0.0,,253,750,0,,,,,,,,,,,,,
265,PCS - Viana 2A (expansão),45983,9,1.17,9.37,-2.65,7.03,0,0,0,1,0,0,,,,,,-,-,0,1,ES,SE-CO,Gás Natural,,Espírito Santo,,0.0,0.0149750415973378,0.0,45983,45979,1,VNA2AEUTE000,-,-,1,-,,0,0,9.37,-,-,-,0,1.17,9.37,OK,249.0,,,VNA2AEUTE000,-2.65,7.03,,0,0.0,,253,750,0,,,,,,,,,,,,,
266,PCS - Viana 2B (expansão),45984,9,1.17,9.37,-2.65,7.03,0,0,0,1,0,0,,,,,,-,-,0,1,ES,SE-CO,Gás Natural,,Espírito Santo,,0.0,0.0149750415973378,0.0,45984,45980,1,VNA2BEXUT000,-,-,1,-,,0,0,9.37,-,-,-,0,1.17,9.37,OK,250.0,,,VNA2BEXUT000,-2.65,7.03,,0,0.0,,253,750,0,,,,,,,,,,,,,
267,Nova Piratininga 88kV (Fernando Gasparian),406,188,60,94,-64,117,0,0,0,0.99,0,0,,,,,,-,-,0,2,SP,SE-CO,Gás Natural,,São Paulo,,0.0,0.193814432989691,0.0,485,406,1,NPIRA2UTE000,-,-,2,-,,0,0,94,-,-,-,0,60,94,OK,251.0,,,NPIRA2UTE000,-64,117,,0,0.0,UTE.GN.SP.028191-3.01,110,753.46,0,,,,,,,,,,,,,
268,Nova Piratininga 230kV (Fernando Gasparian),405,188,60,94,-64,117,0,0,0,0.98,0,0,,,,,,-,-,0,2,SP,SE-CO,Gás Natural,,São Paulo,,0.0,0.193814432989691,0.0,484,405,1,NPIRA1UTE000,-,-,2,-,,0,0,94,-,-,-,0,60,94,OK,252.0,,,NPIRA1UTE000,-64,117,,0,0.0,UTE.GN.SP.028191-3.01,110,753.46,0,,,,,,,,,,,,,
269,Termomacaé (Mário Lago) (gás),3977,547,35,45.6,-35,38,0,0,0,1.03,0,0,,,,,,-,-,0,12,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0499315381104519,0.0,3966,3977,1,TMACAGUTE000,-,-,12,-,,0,0,45.6,-,-,-,0,35,45.6,OK,253.0,,,TMACAGUTE000,-35,38,,0,0.0,UTE.GN.RJ.028029-1.01,90,929.71,0,,,,,,,,,,,,,
270,Termomacaé (Mário Lago) (vapor),3978,364,35,45.6,-26,34,0,0,0,1.03,0,0,,,,,,-,-,0,8,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0332268370607029,0.0,3966,3978,1,TMACAVUTE000,-,-,8,-,,0,0,45.6,-,-,-,0,35,45.6,OK,254.0,,,TMACAVUTE000,-26,34,,0,0.0,UTE.GN.RJ.028029-1.01,90,929.71,0,,,,,,,,,,,,,
271,Viana A (representação antiga),8910,87,-,-,-,-,,-,,,0,-,,,,,,-,-,-,-,ES,SE-CO,Óleo Diesel,,Espírito Santo,,0.0,0.144758735440932,0.0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,255.0,,,VIANA1UTE000,-,-,,-,0.0,UTE.PE.ES.029664-3.01,49,1023.39,0,,,,,,,,,,,,,
272,Viana B (representação antiga),8911,87,-,-,-,-,,-,,,0,-,,,,,,-,-,-,-,ES,SE-CO,Óleo Diesel,,Espírito Santo,,0.0,0.144758735440932,0.0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,256.0,,,VIANA2UTE000,-,-,,-,0.0,UTE.PE.ES.029664-3.01,49,1023.39,0,,,,,,,,,,,,,
273,Viana 1A (nova representação),45976,43,6.98,8.73,-6.5,6.5,0,0,0,1,0,0,,,,,,-,-,0,5,ES,SE-CO,Gás Natural,,Espírito Santo,,0.0,0.0715474209650582,0.0,45976,45975,1,VNA1A-UTE000,-,-,5,-,,0,0,8.73,-,-,-,0,6.98,8.73,OK,257.0,,,VNA1A-UTE000,-6.5,6.5,,0,0.0,,49,1023.39,0,,,,,,,,,,,,,
274,Viana 1B (nova representação),45977,43,6.98,8.73,-6.5,6.5,0,0,0,1,0,0,,,,,,-,-,0,5,ES,SE-CO,Gás Natural,,Espírito Santo,,0.0,0.0715474209650582,0.0,45977,45975,1,VNA1B-UTE000,-,-,5,-,,0,0,8.73,-,-,-,0,6.98,8.73,OK,258.0,,,VNA1B-UTE000,-6.5,6.5,,0,0.0,,49,1023.39,0,,,,,,,,,,,,,
275,Viana 2A (nova representação),45979,43,6.98,8.73,-6.5,6.5,0,0,0,1,0,0,,,,,,-,-,0,5,ES,SE-CO,Gás Natural,,Espírito Santo,,0.0,0.0715474209650582,0.0,45979,45978,1,VNA2A-UTE000,-,-,5,-,,0,0,8.73,-,-,-,0,6.98,8.73,OK,259.0,,,VNA2A-UTE000,-6.5,6.5,,0,0.0,,49,1023.39,0,,,,,,,,,,,,,
276,Viana 2B (nova representação),45980,43,6.98,8.73,-6.5,6.5,0,0,0,1,0,0,,,,,,-,-,0,5,ES,SE-CO,Gás Natural,,Espírito Santo,,0.0,0.0715474209650582,0.0,45980,45978,1,VNA2B-UTE000,-,-,5,-,,0,0,8.73,-,-,-,0,6.98,8.73,OK,260.0,,,VNA2B-UTE000,-6.5,6.5,,0,0.0,,49,1023.39,0,,,,,,,,,,,,,
277,Palmeiras de Goiás,3740,175,-,-,-,-,0,0,0,1,0,0,,,,,,-,-,-,-,GO,SE-CO,Óleo Diesel,,Goiás,,0.0,1.0,0.0,3725,3740,1,PALMEIUTE099,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,261.0,,,PALMEIUTE099,-,-,,-,0.0,UTE.PE.GO.001946-1.01,182,1730.02,0,,,,,,,,,,,,,
278,TermoNorte II (gás),6912,229,-,-,-,-,0,0,0,1,0,0,,,,,,-,-,-,-,RO,SE-CO,Gás Natural,,AC/RO,,0.0,0.665697674418605,0.0,7568,6912,1,T.N2-GUTE000,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,262.0,,,T.N2-GUTE000,-,-,,-,0.0,UTE.GN.RO.028033-0.01,194,0,0,,,,,,,,,,,,,
279,TermoNorte II (vapor),6913,115,-,-,-,-,0,0,0,1,0,0,,,,,,-,-,-,-,RO,SE-CO,Gás Natural,,AC/RO,,0.0,0.334302325581395,0.0,7568,6913,1,T.N2-VUTE000,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,263.0,,,T.N2-VUTE000,-,-,,-,0.0,UTE.GN.RO.028033-0.01,194,0,0,,,,,,,,,,,,,
280,Cuiabá (gás),4596,320,95,160,-80,80,0,0,0,1,0,0,,,,,,-,-,0,2,MT,SE-CO,Gás Natural,,Mato Grosso,,0.0,0.632411067193676,0.0,4593,4596,1,CBA-G-UTE000,-,-,2,-,,0,0,160,-,-,-,0,95,160,OK,264.0,,,CBA-G-UTE000,-80,80,,0,0.0,UTE.GN.MT.027003-2.01,12,0,0,,,,,,,,,,,,,
281,Cuiabá (vapor),4597,186,40,186,-93,93,0,0,0,1,0,0,,,,,,-,-,0,1,MT,SE-CO,Gás Natural,,Mato Grosso,,0.0,0.367588932806324,0.0,4593,4597,1,CBA-V-UTE000,-,-,1,-,,0,0,186,-,-,-,0,40,186,OK,265.0,,,CBA-V-UTE000,-93,93,,0,0.0,UTE.GN.MT.027003-2.01,12,0,0,,,,,,,,,,,,,
282,Igarapé,1500,131,-,-,-,-,,-,,,0,-,,,,,,-,-,-,-,MG,SE-CO,Óleo Diesel,,Minas Gerais,,0.0,0.392215568862275,0.0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,266.0,,,IGARAPUTE000,-,-,,-,0.0,UTE.PE.MG.001100-2.01,2,-,0,,,,,,,,,,,,,
283,Pampa Sul,998,350,140,350,-115,160,0,0,0,1.01,0,0,,,,,,-,-,0,1,RS,S,Carvão Mineral,,Rio Grande do Sul,,0.0,0.221238938053097,0.0,997,998,1,PAMPASUTE000,-,-,1,-,,0,0,350,-,-,-,0,140,350,OK,267.0,,,PAMPASUTE000,-115,160,0.0,0,0.0,,107,57.18,280,,,,,,,,,,,,,
284,Candiota 3,1173,350,175,350,-115,160,0,0,0,1.01,0,0,,,,,,-,-,0,1,RS,S,Carvão Mineral,,Rio Grande do Sul,,0.0,0.221238938053097,0.0,1174,1173,1,CANDI3UTE000,-,-,1,-,,0,0,350,-,-,-,0,175,350,OK,268.0,,,CANDI3UTE000,-115,160,30.0,0,0.0,,156,109.66,210,,,,,,,,,,,,,
285,Jlacerda 7,913,330,180,330,-61,164.5,0,0,0,0.974,0,0,,,,,,-,-,0,1,SC,S,Carvão Mineral,,Santa Catarina,,0.0,0.445945945945946,0.0,1011,913,1,JLA7C-UTE000,-,-,1,-,,0,0,330,-,-,-,0,180,330,OK,269.0,,,JLA7C-UTE000,-61,164.5,0.0,0,0.0,,24,325.27,330,,,,,,,,,,,,,
286,Jlacerda 5 e 6,911,220,80,110,-15.5,68.5,0,0,0,0.974,0,0,,,,,,-,-,0,2,SC,S,Carvão Mineral,,Santa Catarina,,0.0,0.297297297297297,0.0,1010,911,1,JLA56BUTE000,-,-,2,-,,0,0,110,-,-,-,0,80,110,OK,270.0,,,JLA56BUTE000,-15.5,68.5,0.0,0,0.0,,25,378.9,220,,,,,,,,,,,,,
287,Jlacerda 3 e 4,909,110,35,55,-21,24,0,0,0,0.969,0,0,,,,,,-,-,0,2,SC,S,Carvão Mineral,,Santa Catarina,,0.0,0.148648648648649,0.0,1006,909,1,JLA34AUTE000,-,-,2,-,,0,0,55,-,-,-,0,35,55,OK,271.0,,,JLA34AUTE000,-21,24,0.0,0,0.0,,27,387.75,110,,,,,,,,,,,,,
288,Jlacerda 1  e 2 ,907,80,35,40,-12,16,0,0,0,0.964,0,0,,,,,,-,-,0,2,SC,S,Carvão Mineral,,Santa Catarina,,0.0,0.108108108108108,0.0,1007,907,1,JLA12AUTE000,-,-,2,-,,0,0,40,-,-,-,0,35,40,OK,272.0,,,JLA12AUTE000,-12,16,0.0,0,0.0,,26,453.14,80,,,,,,,,,,,,,
289,Canoas (Sepé Tiaraju) (gás),1152,160,90,160,-75,105,0,0,0,0.997,0,0,,,,,,-,-,0,1,RS,S,Gás Natural,,Rio Grande do Sul,,0.0,0.101137800252845,0.0,1248,1152,1,CANO-GUTE000,-,-,1,-,,0,0,160,-,-,-,0,90,160,OK,273.0,,,CANO-GUTE000,-75,105,,0,0.0,,64,1111.14,0,,,,,,,,,,,,,
290,Canoas (Sepé Tiaraju) (vapor),1169,88,45,88,-28.5,54.8,0,0,0,0.997,0,0,,,,,,-,-,0,1,RS,S,Gás Natural,,Rio Grande do Sul,,0.0,0.0556257901390645,0.0,1248,1169,1,CANO-VUTE000,-,-,1,-,,0,0,88,-,-,-,0,45,88,OK,274.0,,,CANO-VUTE000,-28.5,54.8,,0,0.0,,64,1111.14,0,,,,,,,,,,,,,
291,Araucaria (gás),802,315,117,157.6,-80,105,0,0,0,0.986,0,0,,,,,,-,-,0,2,PR,S,Gás Natural,,Paraná,,0.0,0.650826446280992,0.0,813,802,1,ARAUCGUTE000,-,-,2,-,,0,0,157.6,-,-,-,0,117,157.6,OK,275.0,,,ARAUCGUTE000,-80,105,5.0,0,0.0,,48,0,0,,,,,,,,,,,,,
292,Araucaria (vapor),803,169,58.5,169,-72,109,0,0,0,0.986,0,0,,,,,,-,-,0,1,PR,S,Gás Natural,,Paraná,,0.0,0.349173553719008,0.0,813,803,1,ARAUCVUTE000,-,-,1,-,,0,0,169,-,-,-,0,58.5,169,OK,276.0,,,ARAUCVUTE000,-72,109,5.0,0,0.0,,48,0,0,,,,,,,,,,,,,
293,Uruguaiana (gás),1164,370,120,185,-80,80,0,0,0,1.01,0,0,,,,,,-,-,0,2,RS,S,Gás Natural,,Rio Grande do Sul,,0.0,0.233881163084703,0.0,1294,1164,1,URUG-GUTE000,-,-,2,-,,0,0,185,-,-,-,0,120,185,OK,277.0,,,URUG-GUTE000,-80,80,7.0,0,0.0,,35,0,0,,,,,,,,,,,,,
294,Uruguaiana (vapor),1165,264,60,264,-105,120,0,0,0,1.01,0,0,,,,,,-,-,0,1,RS,S,Gás Natural,,Rio Grande do Sul,,0.0,0.166877370417193,0.0,1294,1165,1,URUG-VUTE000,-,-,1,-,,0,0,264,-,-,-,0,60,264,OK,278.0,,,URUG-VUTE000,-105,120,,0,0.0,,35,0,0,,,,,,,,,,,,,
295,W.Arjona 1,927,42,,42,-12,41,0,0,0,0.995,0,0,,,,,,-,-,0,1,MS,S,Gás Natural,,Mato Grosso do Sul,,0.0,0.244186046511628,0.0,1890,927,1,WARJO1UTE000,-,-,1,-,,0,0,42,-,-,-,0,0,42,OK,279.0,,,WARJO1UTE001,-12,41,,0,0.0,,334,0,0,,,,,,,,,,,,,
296,W.Arjona 2,928,41,,41,-12,41,0,0,0,0.995,0,0,,,,,,-,-,0,1,MS,S,Gás Natural,,Mato Grosso do Sul,,0.0,0.238372093023256,0.0,1890,928,2,WARJO2UTE000,-,-,1,-,,0,0,41,-,-,-,0,0,41,OK,280.0,,,WARJO2UTE001,-12,41,,0,0.0,,334,0,0,,,,,,,,,,,,,
297,W.Arjona 3,929,31,,31,-6.5,31,0,0,0,0.995,0,0,,,,,,-,-,0,1,MS,S,Gás Natural,,Mato Grosso do Sul,,0.0,0.180232558139535,0.0,1890,929,3,WARJO3UTE000,-,-,1,-,,0,0,31,-,-,-,0,0,31,OK,281.0,,,WARJO3UTE001,-6.5,31,,0,0.0,,334,0,0,,,,,,,,,,,,,
298,W.Arjona 4,923,31,,31,-6.5,31,0,0,0,0.995,0,0,,,,,,-,-,0,1,MS,S,Gás Natural,,Mato Grosso do Sul,,0.0,0.180232558139535,0.0,1890,923,4,WARJO4UTE000,-,-,1,-,,0,0,31,-,-,-,0,0,31,OK,282.0,,,WARJO4UTE001,-6.5,31,,0,0.0,,334,0,0,,,,,,,,,,,,,
299,W.Arjona 5,924,27,,27,-10,27,0,0,0,0.995,0,0,,,,,,-,-,0,1,MS,S,Gás Natural,,Mato Grosso do Sul,,0.0,0.156976744186047,0.0,1890,924,5,WARJO5UTE000,-,-,1,-,,0,0,27,-,-,-,0,0,27,OK,283.0,,,WARJO5UTE001,-10,27,,0,0.0,,334,0,0,,,,,,,,,,,,,
300,Prosperidade III,45528,55,4.67,9.33,-3,6,0,0,0,1,0,0,,,,,,-,-,0,6,BA,NE,Gás Natural,,Bahia,,0.0,0.0766016713091922,0.0,5021,45528,1,PROSP3UTE000,-,-,6,-,,0,0,9.33,-,-,-,0,4.67,9.33,OK,284.0,,,PROSP3UTE000,-3,6,,0,0.0,UTE.GN.BA.033467-7.03,223,130.02,0,,,,,,,,,,,,,
301,Prosperidade II e IV,8421,46,4.67,9.36,-3,6,0,0,0,1,0,0,,,,,,-,-,0,5,BA,NE,Gás Natural,,Bahia,,0.0,0.064066852367688,0.0,5021,8421,1,PRP2E4UTE000,-,-,5,-,,0,0,9.36,-,-,-,0,4.67,9.36,OK,285.0,,,PRP2E4UTE000,-3,6,,0,0.0,,241,140.65,0,,,,,,,,,,,,,
302,Prosperidade I,6104,28,4.67,9.34,-2.5,6,0,0,0,1,0,0,,,,,,-,-,0,3,BA,NE,Gás Natural,,Bahia,,0.0,0.0389972144846797,0.0,5021,6104,1,PROSP-UTE000,-,-,3,-,,0,0,9.34,-,-,-,0,4.67,9.34,OK,286.0,,,PROSP-UTE000,-2.5,6,,0,0.0,,147,204.55,0,,,,,,,,,,,,,
303,Porto de Sergipe (gás),5700,999,170,333,-160,160,0,0,0,1.02,0,0,,,,,,-,-,0,3,SE,NE,Gás Natural,,Sergipe,,0.0,0.659841479524439,0.0,5725,5700,1,PSE-G-UTE000,-,-,3,-,,0,0,333,-,-,-,0,170,333,OK,287.0,,,PSE-G-UTE000,-160,160,,0,0.0,,224,216.15,0,,,,,,,,,,,,,
304,Porto de Sergipe (vapor),5800,515,260,515,-250,250,0,0,0,1.02,0,0,,,,,,-,-,0,1,SE,NE,Gás Natural,,Sergipe,,0.0,0.340158520475561,0.0,5725,5800,1,PSE-V-UTE000,-,-,1,-,,0,0,515,-,-,-,0,260,515,OK,288.0,,,PSE-V-UTE000,-250,250,,0,0.0,,224,216.15,0,,,,,,,,,,,,,
305,Termopernambuco (gás),5151,342,67,171,-82,112,0,0,0,0.988,0,0,,,,,,-,-,0,2,PE,NE,Gás Natural,,Pernambuco,,0.0,0.214689265536723,0.0,5150,5151,1,TERPEGUTE000,-,-,2,-,,0,0,171,-,-,-,0,67,171,OK,289.0,,,TERPEGUTE000,-82,112,,0,0.0,UTE.GN.PE.028031-3.01,96,234.1,0,,,,,,,,,,,,,
306,Termopernambuco (vapor),5154,208,53,208,-116,162,0,0,0,0.988,0,0,,,,,,-,-,0,1,PE,NE,Gás Natural,,Pernambuco,,0.0,0.130571249215317,0.0,5150,5154,1,TERPEVUTE000,-,-,1,-,,0,0,208,-,-,-,0,53,208,OK,290.0,,,TERPEVUTE000,-116,162,,0,0.0,UTE.GN.PE.028031-3.01,96,234.1,0,,,,,,,,,,,,,
307,Porto Pecém I,5658,720,240,360,-125,210,0,0,0,1,0,0,,,,,,-,-,0,2,CE,NE,Carvão Mineral,,Ceará,,0.0,0.492476060191518,0.0,5658,5656,1,PPECEMUTE000,-,-,2,-,,0,0,360,-,-,-,0,240,360,OK,291.0,,,PPECEMUTE000,-125,210,,0,0.0,,167,342.96,0,,,,,,,,,,,,,
308,Porto Pecém II,5659,360,240,360,-125,210,0,0,0,1,0,0,,,,,,-,-,0,1,CE,NE,Carvão Mineral,,Ceará,,0.0,0.246238030095759,0.0,5656,5659,1,PPD---UTE000,-,-,1,-,,0,0,360,-,-,-,0,240,360,OK,292.0,,,PPD---UTE000,-125,210,,0,0.0,,163,349.46,0,,,,,,,,,,,,,
309,Termobahia G1 (Celso Furtado),5827,197,100,197,-69.6,195.1,0,0,0,0.997,0,0,,,,,,-,-,0,1,BA,NE,Gás Natural,,Bahia,,0.0,0.274373259052925,0.0,5821,5827,1,CFURTAUTE000,-,-,1,-,,0,0,197,-,-,-,0,100,197,OK,293.0,,,CFURTAUTE000,-69.6,195.1,,0,0.0,,43,425.98,0,,,,,,,,,,,,,
310,Vale do Açú (Jesus Soares Pereira),5466,324,110,162,-50,107,0,0,0,1,0,0,,,,,,-,-,0,2,RN,NE,Gás Natural,,Rio Grande do Norte,,0.0,0.769596199524941,0.0,5462,5466,1,UJSP--UTE000,-,-,2,-,,0,0,162,-,-,-,0,110,162,OK,294.0,,,UJSP--UTE000,-50,107,,0,0.0,,83,450.86,0,,,,,,,,,,,,,
311,Portocém I,44929,1572,,393,-135,225,,-,,,0,-,,,,,,-,-,0,4,CE,NE,Gás Natural,,Ceará,,0.0,1.07523939808482,0.0,-,-,-,-,-,-,4,-,,0,0,393,-,-,-,0,0,393,OK,295.0,,,PORTOCUTE000,-135,225,,0,0.0,UTE.GN.CE.037748-1.01,259,491.14,0,,,,,,,,,,,,,
312,Termoceará (gás) (Sen. Carlos Jereissati),5660,220,30,55,-25,38,0,0,0,0.988,0,0,,,,,,-,-,0,4,CE,NE,Gás Natural,,Ceará,,0.0,0.150478796169631,0.0,5651,5660,1,TERMOCUTE000,-,-,4,-,,0,0,55,-,-,-,0,30,55,OK,296.0,,,TERMOCUTE000,-25,38,,0,0.0,UTE.GN.CE.028358-4,58,561.62,0,,,,,,,,,,,,,
313,Pernambuco III,5178,200,1.1,8.73,-3.82,6.55,0,0,0,1.01,0,0,,,,,,-,-,0,23,PE,NE,Óleo Diesel,,Pernambuco,,0.0,0.125549278091651,0.0,5184,5178,1,PEIII-UTE000,-,-,23,-,,0,0,8.73,-,-,-,0,1.1,8.73,OK,297.0,,,PEIII-UTE000,-3.82,6.55,,0,0.0,,98,879.04,0,,,,,,,,,,,,,
314,Maracanaú,5460,162,16.3,20.3,-9.8,9.8,0,0,0,1,0,0,,,,,,-,-,0,8,CE,NE,Óleo Diesel,,Ceará,,0.0,0.110807113543092,0.0,5453,5460,1,MRU---UTE000,-,-,8,-,,0,0,20.3,-,-,-,0,16.3,20.3,OK,298.0,,,MRU---UTE000,-9.8,9.8,,0,0.0,,57,993.39,0,,,,,,,,,,,,,
315,Termocabo,5134,48,,16,-8,14,0,0,0,1,0,0,,,,,,-,-,0,3,PE,NE,Óleo Diesel,,Pernambuco,,0.0,0.0301318267419962,0.0,5133,5134,1,TCB---UTE000,-,-,3,-,,0,0,16,-,-,-,0,0,16,OK,299.0,,,TCB---UTE000,-8,14,,0,0.0,,152,1010.92,0,,,,,,,,,,,,,
316,Termonordeste,5219,170,5.68,8.54,-6.4,6.4,0,0,0,1,0,0,,,,,,-,-,0,20,PB,NE,Óleo Diesel,,Paraíba,,0.0,0.333988212180747,0.0,5219,44109,1,UTENE-UTE000,-,-,20,-,,0,0,8.54,-,-,-,0,5.68,8.54,OK,300.0,,,UTENE-UTE000,-6.4,6.4,,0,0.0,,67,1016.09,0,,,,,,,,,,,,,
317,Termoparaíba,5218,170,5.68,8.54,-6.4,6.4,0,0,0,1,0,0,,,,,,-,-,0,20,PB,NE,Óleo Diesel,,Paraíba,,0.0,0.333988212180747,0.0,5218,44108,1,UTEPB-UTE000,-,-,20,-,,0,0,8.54,-,-,-,0,5.68,8.54,OK,301.0,,,UTEPB-UTE000,-6.4,6.4,,0,0.0,,69,1016.09,0,,,,,,,,,,,,,
318,Campina Grande,5220,169,4.732,8.45,-6.3,6.3,0,0,0,1,0,0,,,,,,-,-,0,20,PB,NE,Óleo Diesel,,Paraíba,,0.0,0.332023575638507,0.0,5220,44110,1,CGRAN-UTE000,-,-,20,-,,0,0,8.45,-,-,-,0,4.732,8.45,OK,302.0,,,CGRAN-UTE000,-6.3,6.3,,0,0.0,,52,1023.41,0,,,,,,,,,,,,,
319,Suape II,6021,67,22.379,22.4,-7,16.8,0,0,0,0.985,0,0,,,,,,-,-,0,3,PE,NE,Óleo Diesel,,Pernambuco,,0.0,0.0420590081607031,0.0,6027,6021,1,SUP1--UTE000,-,-,3,-,,0,0,22.4,-,-,-,0,22.379,22.4,OK,303.0,,,SUP1--UTE000,-7,16.8,,0,0.0,,170,1041.43,0,,,,,,,,,,,,,
320,Suape II,6022,67,22.379,22.4,-7,16.8,0,0,0,0.985,0,0,,,,,,-,-,0,3,PE,NE,Óleo Diesel,,Pernambuco,,0.0,0.0420590081607031,0.0,6027,6022,1,SUP2--UTE000,-,-,3,-,,0,0,22.4,-,-,-,0,22.379,22.4,OK,304.0,,,SUP2--UTE000,-7,16.8,,0,0.0,,170,1041.43,0,,,,,,,,,,,,,
321,Suape II,6023,67,22.379,22.4,-7,16.8,0,0,0,0.985,0,0,,,,,,-,-,0,3,PE,NE,Óleo Diesel,,Pernambuco,,0.0,0.0420590081607031,0.0,6028,6023,1,SUP3--UTE000,-,-,3,-,,0,0,22.4,-,-,-,0,22.379,22.4,OK,305.0,,,SUP3--UTE000,-7,16.8,,0,0.0,,170,1041.43,0,,,,,,,,,,,,,
322,Suape II,6024,67,22.379,22.4,-7,16.8,0,0,0,0.985,0,0,,,,,,-,-,0,3,PE,NE,Óleo Diesel,,Pernambuco,,0.0,0.0420590081607031,0.0,6028,6024,1,SUP4--UTE000,-,-,3,-,,0,0,22.4,-,-,-,0,22.379,22.4,OK,306.0,,,SUP4--UTE000,-7,16.8,,0,0.0,,170,1041.43,0,,,,,,,,,,,,,
323,Suape II,6025,67,22.379,22.4,-7,16.8,0,0,0,0.985,0,0,,,,,,-,-,0,3,PE,NE,Óleo Diesel,,Pernambuco,,0.0,0.0420590081607031,0.0,6029,6025,1,SUP5--UTE000,-,-,3,-,,0,0,22.4,-,-,-,0,22.379,22.4,OK,307.0,,,SUP5--UTE000,-7,16.8,,0,0.0,,170,1041.43,0,,,,,,,,,,,,,
324,Suape II,6026,44,22.379,22.4,-7,16.8,0,0,0,0.985,0,0,,,,,,-,-,0,2,PE,NE,Óleo Diesel,,Pernambuco,,0.0,0.0276208411801632,0.0,6029,6026,1,SUP6--UTE000,-,-,2,-,,0,0,22.4,-,-,-,0,22.379,22.4,OK,308.0,,,SUP6--UTE000,-7,16.8,,0,0.0,,170,1041.43,0,,,,,,,,,,,,,
325,Global I,5820,136,1.736,2.48,-1.2,1.2,0,0,0,0.998,0,0,,,,,,-,-,0,55,BA,NE,Óleo Diesel,,Bahia,,0.0,0.18941504178273,0.0,5819,5820,1,GLOBA1UTE000,-,-,55,-,,0,0,2.48,-,-,-,0,1.736,2.48,OK,309.0,,,GLOBA1UTE000,-1.2,1.2,,0,0.0,,53,1160.04,0,,,,,,,,,,,,,
326,Global II,5823,136,1.736,2.48,-1.2,1.2,0,0,0,0.998,0,0,,,,,,-,-,0,55,BA,NE,Óleo Diesel,,Bahia,,0.0,0.18941504178273,0.0,5819,5823,1,GLOBA2UTE000,-,-,55,-,,0,0,2.48,-,-,-,0,1.736,2.48,OK,310.0,,,GLOBA2UTE000,-1.2,1.2,,0,0.0,,55,1160.04,0,,,,,,,,,,,,,
327,Camaçari Muricy II,46601,144,-,-,-,-,0,0,0,1.01,0,0,,,,,,-,-,-,-,PE,NE,Óleo Diesel,,Pernambuco,,0.0,0.0903954802259887,0.0,46600,46601,1,CAMAMYUTE000,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,311.0,,,CAMAMYUTE000,-,-,,-,0.0,UTE.PE.PE.031304-1.01,,2900,0,,,,,,,,,,,,,
